PeakID,Mass,RT,FORMULA,Putative metabolite,confidence,Map,Pathway,PAK-1-0,PAK-2-0,PAK-3-0,PAK-4-0,PAK-5-0,PAK-1-1-C,PAK-2-1-C,PAK-3-1-C,PAK-4-1-C,PAK-5-1-C,PAK-1-1-P,PAK-2-1-P,PAK-3-1-P,PAK-4-1-P,PAK-5-1-P,PAK-1-4-C,PAK-2-4-C,PAK-3-4-C,PAK-4-4-C,PAK-5-4-C,PAK-1-4-P,PAK-2-4-P,PAK-3-4-P,PAK-4-4-P,PAK-5-4-P,PAK-1-24-C,PAK-2-24-C,PAK-3-24-C,PAK-4-24-C,PAK-5-24-C,PAK-1-24-P,PAK-2-24-P,PAK-3-24-P,PAK-4-24-P,PAK-5-24-P,P6-1-0,P6-2-0,P6-3-0,P6-4-0,P6-5-0,P6-1-1-C,P6-2-1-C,P6-3-1-C,P6-4-1-C,P6-5-1-C,P6-1-1-P,P6-2-1-P,P6-3-1-P,P6-4-1-P,P6-5-1-P,P6-1-4-C,P6-2-4-C,P6-3-4-C,P6-4-4-C,P6-5-4-C,P6-1-4-P,P6-2-4-P,P6-3-4-P,P6-4-4-P,P6-5-4-P,P6-1-24-C,P6-2-24-C,P6-3-24-C,P6-4-24-C,P6-5-24-C,P6-1-24-P,P6-2-24-P,P6-3-24-P,P6-4-24-P,P6-5-24-P,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8
p2050,600.3290241,3.49337778,C34H48O9,5-Oxoavermectin ''2a'' aglycone,5,Biosynthesis of Polyketides and Nonribosomal Peptides,"Biosynthesis of 12-, 14- and 16-membered macrolides",9817.258284,46068.15469,36013.2079,21460.57877,51932.67331,27519.0419,50304.84091,66687.48324,77017.24174,47085.74672,27107.57132,43361.39811,115278.52,51373.41684,73045.11068,22656.97977,80821.38971,45099.98937,56813.00047,82691.86472,14243.71685,48153.97863,49159.0999,83639.45122,19509.65888,29803.13183,87123.8299,57681.76681,49258.89711,98289.07664,34611.79245,86439.22143,36132.10997,40084.6635,76969.79735,13418.23531,56617.86544,34033.29278,60791.66014,27676.21436,33381.73983,84733.1963,38679.91542,76207.95764,47400.06061,27204.13142,42846.58844,63333.20322,39658.00403,42606.13039,19502.54514,66165.60443,37962.34325,91013.6132,53127.31071,31606.08937,55642.7687,63456.0395,67772.3184,60766.94062,35696.81243,99373.11528,65822.48786,41465.1527,108339.0355,49002.36729,111280.1308,50574.68043,29136.0404,87006.18142,41832.15057,53558.03652,39841.48109,46290.50782,43769.39407,41181.91886,38870.01597,40624.72615
n2803,180.0632982,0.79037231,C6H12O6,D-Glucose,8,Carbohydrate Metabolism,Glycolysis / Gluconeogenesis__Pentose phosphate pathway__Galactose metabolism__Starch and sucrose metabolism__Streptomycin biosynthesis__Indole and ipecac alkaloid biosynthesis,43053.90569,92773.96054,71884.78003,83743.76739,43024.62871,75581.36082,81476.83396,60923.90824,80099.29228,94326.96062,120387.3218,53138.21131,138842.6988,130900.6524,64626.39166,56348.98989,20814.19899,75184.50598,358096.8468,133735.5368,58912.68653,127945.6528,77020.67717,81131.12167,122298.8156,190995.1184,41234.6911,106901.515,87000.13113,286621.8134,100079.0503,85349.70198,172363.1158,81857.06253,196673.697,55622.44834,76953.04052,97355.94391,91998.39981,77071.72888,61833.25626,90003.21021,85833.81738,135846.1405,76384.52469,52090.17403,156373.9589,39438.13026,92288.92496,110033.36,135604.4288,85906.37107,39354.86002,47730.78557,92113.95377,66842.54678,106209.9384,78235.95348,69417.9247,69904.48969,99731.83425,113171.2911,254221.1102,396285.7317,317517.4702,131527.0656,105200.4276,167234.125,306581.5489,122957.8258,99569.42153,94996.4744,80275.43618,74231.64271,62641.85972,72542.51311,91119.07568,63743.78266
n604,182.0788698,0.71434219,C6H14O6,Mannitol,8,Carbohydrate Metabolism,Fructose and mannose metabolism,10951419.39,965012.6938,12790798.18,7358589.686,6433670.235,8400525.692,169842.8576,6410547.346,9377202.427,0,38017836.33,7574217.535,30566040.97,33709.17243,93236.73988,11116583.05,5807732.131,0,1672566.78,114689.6555,15667014.53,18716469.33,117953.6971,23650624.89,11009962.62,328594.4203,29515483.99,276141.1203,411489.5629,13834716.27,428464.4721,15339331.83,9060488.638,135493.8243,40996094.57,6727453.2,93472.98755,16513555.35,349129.4,3743138.612,134938.1526,168440.3253,17207656.79,160045.8477,612611.1585,16047060.09,191527.9344,972502.7817,418201.1444,160710.1917,9177628.727,185770.0069,141681.1422,4005767.668,339550.7102,9185235.824,188679.0033,95761.94568,2293873.422,341542.0527,52568.87891,252469.3602,206795.3698,7212863.277,13655270.91,291519.1694,23746483.54,103954.7891,19581700.13,6258099.953,23999235.52,22605088.73,22204244.23,19560353.99,19643709.09,18282722.54,18224518.05,16335490.93
n1311,194.0425864,0.89397156,C6H10O7,D-Glucuronate,6,Carbohydrate Metabolism,Pentose and glucuronate interconversions__Ascorbate and aldarate metabolism__Starch and sucrose metabolism__Inositol phosphate metabolism,56350.77478,94502.42141,54677.54365,110826.2605,73409.78217,75127.44115,54161.49133,25090.26494,84534.47615,48160.49519,89356.11637,70344.33728,65011.36687,125984.0531,98646.97716,90311.87696,83988.29435,131176.3425,292640.1687,170008.0013,121529.6881,143855.7052,103787.2853,143726.3051,168757.0184,133229.6772,77035.67348,74895.0482,63946.14791,110607.4863,156497.0098,123973.2407,121265.3448,58618.58735,84703.06992,124799.6038,141796.5738,76789.11897,91277.32183,41771.31695,110573.8679,106978.3985,100392.9545,118329.7057,52290.33114,75331.98045,88604.45962,88695.65862,517084.2589,29186.80504,108823.9408,114660.061,97897.17225,157064.7904,106606.8548,79271.44581,80612.10382,90524.79025,162393.1135,91294.03867,118560.4178,126698.851,181794.4872,85863.07096,103011.7084,128294.9252,103640.3066,199680.2416,92351.36603,91252.6088,104631.7826,84058.16833,128068.8891,87114.266,114518.0864,100163.5563,104854.3445,84957.70998
n1771,196.0582219,0.857461006,C6H12O7,D-Gluconic acid,6,Carbohydrate Metabolism,Pentose phosphate pathway,39441.00154,49633.30779,43737.2564,92617.09388,41463.17773,89116.44034,44267.39139,26549.11643,98833.50749,49656.73922,110301.7629,122815.8774,49578.50298,153995.101,112512.7315,61756.83413,56819.22729,66679.13937,305121.6776,81897.9169,206429.7005,213411.2168,128874.7433,180270.6151,434870.5594,538416.5666,113810.3074,502594.6359,405077.8555,1026591.88,383175.6166,214933.7427,201439.8517,250862.4337,381252.7665,159593.2137,117634.9397,74214.29781,82916.3754,52344.46039,122707.5858,202600.9559,104144.0191,176102.2094,104198.1503,168532.1643,166087.9669,100226.1327,752780.9933,74131.58705,130598.1411,139019.3167,103306.5283,238148.0046,271923.0647,115660.8019,99542.34743,83352.4813,657716.968,85592.4958,402474.8183,548786.4183,330290.8953,565426.5589,1053536.719,581746.9765,388880.6438,553672.2486,170639.9846,471093.4551,149892.9788,177657.343,167722.2817,185364.5046,161269.223,147211.4119,156045.1925,276566.4901
n1837,214.024215,0.85817442,C5H11O7P,2-Deoxy-D-ribose 5-phosphate,6,Carbohydrate Metabolism,Pentose phosphate pathway,17660.70236,0,19328.64104,25457.85845,17156.56443,18494.93668,0,11476.83778,29464.41806,45151.72983,22652.55528,0,41485.54284,17943.3099,80600.60846,51334.85863,27626.79549,47231.52745,63481.59619,20945.20754,38019.41364,31728.86514,88751.19358,62115.67278,72409.1121,75596.71645,40624.4546,129913.979,75271.08132,269843.0585,60364.33559,36426.07654,79854.0958,101791.0751,103176.2081,20622.38363,0,6262.387459,13163.38135,29153.62367,51743.9941,26549.77372,0,0,17780.3391,71324.14853,44094.87312,9252.183318,66116.41061,66145.79773,46908.70913,67700.68147,49256.14014,15251.04116,42460.7195,84676.23105,63462.24919,57361.66977,85775.85767,65377.82339,128401.7579,61359.03811,75608.09356,148639.1927,167089.131,82584.21849,72182.87901,48190.70171,169029.027,118771.4539,41064.23395,46393.27754,34908.20328,41819.86495,33533.33542,31142.53735,19814.51413,40129.02439
n1174,260.029605,0.906656264,C6H13O9P,Hexose phosphate,6,Carbohydrate Metabolism,Undefined,62216.15054,24410.04638,67627.97247,71595.32523,70611.59324,75938.67704,35224.70545,50486.06238,44729.83318,65358.20754,23065.21871,17117.50589,9331.118585,12371.42761,39145.07134,46129.26357,32829.49532,59426.34203,463627.5842,45607.58671,20197.37115,18485.81704,81255.00006,31553.69979,13386.67796,93558.13721,50973.35787,136690.2812,187074.6365,691028.5244,118970.8889,45105.41262,103867.8436,218704.6652,252556.8607,32328.88075,14762.97829,41086.16722,32000.03861,86398.94597,40313.3852,37494.52295,12913.37555,27271.69039,34688.15438,65881.43386,31916.85254,21034.71853,105372.1062,93015.02999,57824.34611,49396.88162,80473.19854,21394.64158,66075.87388,91632.49836,59072.48147,66382.93687,57920.38456,117277.9848,74025.0822,50588.03249,139433.57,185619.9116,425894.7358,80243.66031,69990.90724,85290.09954,194998.6371,299841.7022,41473.02012,38638.75459,45980.74228,47620.49398,46059.39364,43659.34281,36970.11902,40408.55983
n1302,290.0402741,0.910039099,C7H15O10P,D-Sedoheptulose 7-phosphate,6,Carbohydrate Metabolism,Pentose phosphate pathway__Carbon fixation,60785.59384,46067.90651,31539.46201,86861.65058,60822.36292,79490.3788,21382.24324,0,24283.26963,35108.22587,0,0,0,0,13125.56341,28654.19029,0,20315.99574,773606.6742,0,0,0,27762.55243,10059.09072,0,113755.8322,21215.54996,70212.09926,74778.2495,281518.8631,65251.54391,23051.72579,69225.17356,57959.89936,93226.75624,36019.44377,14354.04675,0,19946.85767,47634.62782,42719.70144,33437.61817,12757.5934,0,0,31609.63832,32173.71853,14647.54212,162469.395,56863.78813,21187.59495,28566.22775,0,0,15401.86222,38990.82061,13454.93272,14388.56462,37042.50835,14825.96601,28589.81178,40715.26016,73203.86344,56282.26708,164432.6535,50034.30334,54958.82699,46334.34737,87319.51826,128364.1943,24435.49899,16605.38141,33618.90343,27991.1289,26327.93376,17771.35617,30499.18499,34315.95014
p5085,571.1036561,1.492510696,C20H29NO14S2,4-O-alpha-L-Rhamnopyranosylglucosinalbin,5,Carbohydrate Metabolism,Undefined,40683.19979,19091.76,16122.5667,17819.20011,36926.65158,37358.7515,19212.45582,16202.56921,34409.38459,41167.8717,57761.90036,18162.13497,3946.549844,40625.02716,32560.10175,43317.75803,52169.39717,27237.37004,79654.02758,12624.23224,17106.97512,16373.472,33188.32628,12535.23445,26009.5238,61009.40297,16065.38219,81931.75516,89983.2244,181772.452,97693.74671,26509.19211,32805.23769,128652.8321,64245.16488,16285.2732,23604.9615,11579.16641,15041.93143,17906.33918,26549.68048,12280.17731,0,28496.80701,20296.3037,39618.99449,16059.38747,10996.88402,20631.58744,24807.36482,15230.66069,22609.97349,50208.67434,16788.95713,20344.75857,108733.7366,33199.13035,18521.51092,38173.26201,41966.4219,98371.04588,35316.64958,33974.47844,88896.2255,165479.5769,42329.7969,41219.80893,53978.1978,95507.49202,119297.0783,10813.58537,14382.74655,23639.42422,17145.84249,22624.49148,21402.72213,23383.15223,31447.82919
n2964,427.0297324,1.238950747,C10H15N5O10P2,ADP,8,Energy Metabolism,Oxidative phosphorylation__Photosynthesis__Purine metabolism__Zeatin biosynthesis,36091.46281,30098.3796,29978.34042,72189.62617,52180.80154,53829.95139,29143.86249,30012.33133,26673.23911,32483.56905,28720.05066,27604.36586,21219.50172,25594.56452,36831.3913,37759.98487,29434.6062,58452.02682,107457.4863,37054.3578,29028.42621,24175.66298,44654.36844,20223.52655,46545.25166,87549.05602,45279.59192,88823.60991,73199.31855,266437.2884,53627.28655,35367.22403,47922.59185,64996.33934,102805.7102,22518.23399,25131.64783,27227.74239,23229.53909,38310.45486,24813.17836,21028.86659,27149.10809,23458.72176,22507.54127,37466.76803,23261.28099,19520.80096,58598.7535,33653.06506,45558.24611,46033.50933,48518.85312,22095.83864,43326.6044,58930.28199,39665.38531,38401.47798,29569.75897,43948.24409,93448.6325,57835.92695,63873.0371,69465.34532,158621.9464,72736.23745,53127.68101,48160.53606,72082.2493,114769.3956,31885.616,36414.14778,27640.43927,37079.86786,26277.59511,41241.89697,28588.36224,24485.82696
n2893,456.1045283,0.915121476,C17H21N4O9P,FMN,8,Energy Metabolism,Oxidative phosphorylation__Riboflavin metabolism,51883.2199,43527.46753,58202.4574,63482.62441,64889.51001,68713.47433,55308.30008,54925.17053,53127.55608,73054.5939,38779.98713,33909.81842,32998.3767,42110.07485,64741.00978,138298.8464,139293.4784,152705.5937,86835.09112,132637.197,88935.09873,93136.22293,118891.4187,74193.40942,63510.86781,213382.0131,216263.3372,288654.4241,250948.6325,253994.0986,235199.4924,177788.9605,223907.1853,247420.0222,261187.0576,44311.46501,47718.33608,57893.98448,50072.52129,67024.20387,54305.8756,35337.04536,34214.41422,49230.90699,61069.2414,49557.15658,37011.76215,42284.89276,54391.78416,67084.85406,144964.2955,145179.2699,151062.6624,84802.70691,139922.5102,119986.8213,116302.9104,95336.20895,97815.38767,141022.0782,261617.1575,207445.0521,227225.7993,221716.6663,267213.493,309355.2595,206811.8346,249481.6562,285797.9743,235102.9911,94784.81089,113315.8102,107918.7359,102859.5176,106978.578,103150.059,131894.1203,110550.3294
p5081,743.0754563,1.442328358,C21H28N7O17P3,NADP+,8,Energy Metabolism,Photosynthesis__Glutathione metabolism__Nicotinate and nicotinamide metabolism,59851.63971,24720.70569,21162.95769,26363.67992,48367.1809,81784.44083,41465.40135,34854.31569,38577.90526,76521.45626,57068.15886,18846.15853,24443.32606,51758.87237,33463.93248,95074.13163,54926.61324,75801.30306,182429.1254,61310.96072,35521.93593,36567.82804,77624.678,14563.92435,23055.15802,374713.5777,127743.0438,436243.7223,263144.3905,690790.5234,265790.0486,113815.4756,247018.7444,303219.1453,378155.6476,40578.45725,15570.44596,33950.71173,51950.75418,88584.99561,57954.58044,40307.44694,17063.19554,0,31719.36941,93573.43838,33656.75583,34215.64089,83802.56952,76600.33619,121738.7375,75445.65253,85505.93193,13084.13604,71182.46437,143043.1893,65237.61099,82492.5765,46023.72892,64043.08932,388848.9929,184508.9403,220379.4646,342032.5587,650380.212,214070.6845,161571.9648,162763.2824,313814.4465,535916.9456,90882.0339,69227.9126,58603.88511,96008.56765,88937.65352,71741.11253,64088.23905,89465.72572
p5121,619.0938276,1.258415113,C17H27N5O16P2,ADP-D-glycero-D-manno-heptose,7,Glycan Biosynthesis and Metabolism,Lipopolysaccharide biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228462.4172,107927.952,172729.6559,161434.6506,665011.8628,141227.4343,34163.1468,101454.102,19969.7346,330175.6751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70595.14726,78123.41155,255279.3004,48196.9591,354103.2587,94339.93568,48465.20635,55509.39508,40748.60833,237012.4692,18686.2184,15938.87644,16097.17416,10459.21491,16739.41683,6968.561901,6122.553178,9054.041284
n1832,238.0687787,0.874103171,C8H14O8,3-Deoxy-D-manno-octulosonate,5,Glycan Biosynthesis and Metabolism,Lipopolysaccharide biosynthesis,72531.66121,43384.04409,51117.98189,78829.85105,53165.75211,89265.48137,40807.58405,24123.7637,40187.53671,59041.62174,41214.66435,0,18522.32912,19675.23504,25291.45144,26774.38819,0,69673.21764,47033.7739,32314.60181,0,6170.764954,70912.61648,28229.63043,0,117714.113,31996.16905,259580.1835,105127.6906,273540.8804,113806.8924,60722.3684,150932.5851,114439.9966,136845.7829,39496.69996,11281.30389,14846.22698,23112.68277,89007.50086,58202.6856,56554.86893,0,0,15568.34002,87183.67598,44031.73027,19315.20663,26537.44738,58390.35138,82821.30322,76687.49489,50430.05881,0,63381.711,111395.8812,67265.31081,81841.73406,43964.64522,69416.05767,145159.1025,77617.58057,178934.4145,258064.9175,322678.3611,186580.6442,111735.5115,50668.09874,344116.1548,194636.106,46035.40423,60983.28335,71272.11822,43397.23831,59625.54262,59640.80683,53681.87391,59298.97087
n1277,172.0136418,0.901543012,C3H9O6P,sn-Glycerol 3-phosphate,8,Lipid Metabolism,Glycerolipid metabolism__Glycerophospholipid metabolism,2303847.418,3156795.264,3573216.87,4754824.205,3958106.372,3371671.043,3612464.362,3685584.681,4007238.974,4704523.493,708675.2649,645823.7536,565955.893,764238.954,1092818.365,3312838.248,2422822.166,3109110.126,1971891.756,2958037.362,851051.0952,1034054.036,982304.1439,1011662.727,1880281.197,354324.4754,272300.4834,409037.1408,391617.968,312951.5965,306972.4493,209043.994,133384.7719,378045.458,179133.3038,2144859.796,2871539.384,2441406.415,3311447.933,2618988.139,2661460.127,2676453.913,2965052.368,3361530.459,3221857.549,488046.6176,649559.729,540914.283,1801552.563,537631.8629,1902001.474,2150245.07,3049766.965,2426929.342,2567314.439,400884.8868,528339.0612,628874.2505,730321.8317,564071.8951,250596.3986,353599.2718,258312.6279,491691.6823,161959.7751,181605.8125,19961.28108,304102.8116,295010.421,147309.6404,1137900.325,1260969.672,1239320.577,1264069.109,1245201.954,1321068.412,1126829.471,1232717.127
p1274,145.1102808,0.82342906,C7H15NO2,Acetylcholine,6,Lipid Metabolism,Glycerophospholipid metabolism,70393.12326,39233.52145,102955.3757,88155.55127,73267.9034,48945.99138,41792.51505,35758.89665,64673.53355,46285.72039,106977.0387,43802.4454,36335.51302,42394.1124,54031.52297,54216.61233,37801.60816,103274.7937,51390.13957,44162.84289,65745.94999,51600.88483,38578.69681,38988.17149,46117.3392,78032.97202,52440.89811,76404.30939,67062.75643,145509.7357,63198.51127,37399.03034,90101.69015,98495.11151,157829.1891,105032.3963,91909.1147,68239.69932,52534.09289,40997.82514,26394.16419,43015.81699,35370.33912,39725.96913,55529.28962,64815.09249,43301.40175,51425.9268,64346.46897,63926.39264,56645.64506,34455.2976,48758.89537,29760.6744,67254.19703,55627.62185,34729.31635,37473.16252,38321.91296,46086.85679,71791.64793,50139.07851,48617.0313,83114.8207,597445.1466,53697.91822,64398.3379,90534.21233,69531.22642,360876.9868,49570.56537,56802.47401,43836.80187,42104.26701,52024.70915,60851.26169,58434.88804,42427.06667
n904,216.0399072,0.76074754,C5H13O7P,2-C-Methyl-D-erythritol 4-phosphate,6,Lipid Metabolism,Biosynthesis of steroids,285817.9452,336851.9628,373956.2208,505696.2664,264591.7789,372335.1218,312130.0809,355190.5493,268911.1262,456921.6589,443510.9297,493174.1529,394698.874,569353.3802,298682.7403,216816.8294,276848.5691,350145.8573,1481331.774,483846.4063,278131.0323,273191.1021,277269.6445,363895.5269,412095.9816,294496.8669,252687.6465,399443.3841,350738.8874,1245638.948,384579.3721,238837.4029,517458.3539,210400.4375,638569.7647,295983.3893,439019.4373,213880.39,518140.1946,457596.4912,372759.2853,544546.9059,714245.9526,408698.7833,319185.0107,361487.2739,528997.2727,394403.0555,763865.8453,517798.6017,381558.7204,690321.2081,358577.5565,269858.4404,324400.7796,362264.6144,435722.0023,374228.5536,411799.897,359163.1076,400162.9887,382445.549,578128.998,716151.6619,1337546.151,760240.6282,444213.9319,391725.9519,657368.8293,610481.7701,738697.6878,517878.0298,321870.4199,354245.1266,332592.703,427927.893,400448.4101,432490.8156
p3562,257.1028875,0.767512735,C8H20NO6P,sn-glycero-3-Phosphocholine,6,Lipid Metabolism,Glycerophospholipid metabolism__Ether lipid metabolism,62206.4595,279566.0575,115642.3476,98292.07322,28757.99514,228053.5468,472037.5793,140354.7459,70823.4999,52565.46338,2233926.176,1394914.871,517291.7804,451949.893,725527.6727,83585.73736,86156.9111,48230.68627,88340.68286,138093.4256,1022915.831,494822.8721,580545.3038,1008346.436,1440061.125,44102.68289,51088.4625,21936.07748,24941.84932,39595.62856,58607.52024,28940.91284,143724.4669,19239.69379,43623.53487,248464.9639,104032.5259,79862.79507,55862.00318,156917.5798,359980.4238,313362.6121,263744.716,178741.6353,234458.0016,1652307.644,1312132.725,1956990.754,980405.9689,1886731.118,303830.9015,168614.1378,253763.6402,1107908.945,151242.6877,776824.6588,808177.3349,1837613.79,2459444.58,967073.7796,41159.61599,79851.66082,33610.19114,22157.33035,27186.63125,159464.2535,123657.9114,62609.40289,19917.54375,61059.05266,418441.6816,424331.0036,266543.8134,329750.3827,286963.7657,375812.3413,330978.3627,310267.7123
p1319,329.257011,1.504255469,C18H35NO4,4-8dimethylnonanoylcarnitine,5,Lipid Metabolism,OxidationofBranchedFattyAcids,166226.1671,205186.3922,157814.704,190076.4679,137867.718,232906.8842,247505.3231,198141.2063,167434.0447,190863.6692,103849.8556,103848.8833,53274.91657,67278.96141,57864.34722,243626.8444,153098.2276,170361.3287,115899.0927,165431.0056,113335.5804,155716.138,94716.98811,112607.9306,147289.6229,41771.91862,49266.10457,48631.15704,42589.29688,69812.492,50768.08808,53294.06703,66227.30715,64175.4847,49501.81554,144143.1256,256735.84,158269.6231,217038.256,162581.2166,175875.6053,156817.1195,291413.9312,339138.8118,228683.2984,89424.218,105168.0138,134846.1145,138507.4779,178000.9611,164243.4726,149467.2058,242683.4296,280098.5788,211943.2171,63349.43819,154172.0558,100300.7203,119055.9247,114064.6153,55956.04732,49487.37175,54395.08221,53315.65955,54090.90076,50966.55796,40041.0553,77787.12684,63540.98834,50259.55884,60657.1346,97917.21975,102157.9513,101501.7297,87706.20046,74362.43916,66695.45433,71820.54695
p2814,281.2722567,4.868341658,C18H35NO,[FA (18:1)] 9Z-octadecenamide,9,Lipids: Fatty Acyls,Fatty amides,1828041.989,1976111.511,2396176.988,4057055.458,2633061.421,2287577.141,4016295.428,4069968.273,4733464.162,2278950.566,4102724.651,2982383.263,2547189.837,3848457.073,3145603.535,3852105.666,1897114.118,2668718.016,2457595.994,7776461.169,2463009.74,4242206.107,2203526.069,3068057.723,3239988.127,3798035.731,3171977.059,2836793.033,3002080.307,3375387.584,3799330.091,2566282.533,4490220.901,1773032.742,4479185.441,1835447.584,3073978.504,2357507.239,1899019.616,2099989.828,3892668.709,3823419.858,2609312.043,1903009.41,4752118.927,2244046.173,4105642.816,1836842.408,2685418.531,2552439.813,2627152.326,3758658.397,2570026.298,3481248.78,2705931.405,2726137.227,2194247.197,3330849.025,4788673.487,3257378.336,2797033.938,3746143.21,2738303.338,2041876.747,5465870.82,6254924.721,2560093.22,2202627.366,3311632.61,4232756.914,4200363.067,4086556.486,3729810.094,3710020.447,3648759.634,3575432.426,3362690.029,3312701.244
n2880,188.1413901,3.741418186,C10H20O3,FA hydroxy(10:0),8,Lipids: Fatty Acyls,Fatty Acids and Conjugates,143257.3845,211915.8132,199583.0821,253096.1921,174425.9917,212302.4722,147839.7533,146478.8538,124307.8556,147137.2008,194792.554,144459.5552,187992.2475,178520.687,186677.4332,179513.1149,133079.679,188470.8905,161465.1354,175170.034,189438.6958,169203.4147,183556.6889,171796.5508,214522.757,158120.6251,167793.6543,126737.885,140661.0379,259253.9215,173921.1677,172443.7947,160002.0757,134305.9373,318462.1503,154386.0949,192474.9946,149775.391,187084.1798,216362.2739,207231.7172,151784.8422,220353.9129,147043.0498,136071.1499,164702.4548,207144.8839,158435.4137,255887.7731,183462.3732,268213.0798,171043.1066,147320.5276,168489.242,180153.008,159674.3176,133146.7258,169805.4439,149540.5243,141605.2507,158983.0268,153760.6909,176519.684,141304.771,188176.1054,180970.2716,161337.2316,231615.6739,110079.7631,140891.9332,216852.1534,185342.4324,169881.2676,160497.675,176822.8727,146230.3129,133696.6036,134515.8815
